nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
297278,/universities/stockholm-university,Stockholm University,"<img src=""https://www.topuniversities.com/sites/default/files/stockholm-university_577_small.jpg"" alt=""Stockholm University Logo"">",577,45.5,=181,Sweden,Europe,,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>"
294045,/universities/university-liverpool,University of Liverpool,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_small.jpg"" alt=""University of Liverpool Logo"">",350,45.5,=181,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294613,/universities/universitat-de-barcelona,Universitat de Barcelona,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small_2.jpg"" alt=""Universitat de Barcelona Logo"">",43,45.4,183,Spain,Europe,NA,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
297618,/universities/university-otago,University of Otago,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-otago_474_small_5.jpg"" alt=""University of Otago Logo"">",474,45.3,184,New Zealand,Oceania,6,"<a href=""/where-to-study/oceania/new-zealand/guide"" class=""guide-link"" target=""_blank"">New Zealand</a>"
295536,/universities/indian-institute-science,Indian Institute of Science,"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small_0.jpg"" alt=""Indian Institute of Science Logo"">",22878,44.9,185,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
297053,/universities/king-fahd-university-petroleum-minerals,King Fahd University of Petroleum & Minerals,"<img src=""https://www.topuniversities.com/sites/default/files/king-fahd-university-of-petroleum-minerals_779_small.jpg"" alt=""King Fahd University of Petroleum & Minerals Logo"">",779,44.7,186,Saudi Arabia,Asia,,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>"
294873,/universities/universiti-teknologi-malaysia,Universiti Teknologi Malaysia,"<img src=""https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg"" alt=""Universiti Teknologi Malaysia Logo"">",387,44.2,=187,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>"
297212,/universities/vanderbilt-university,Vanderbilt University,"<img src=""https://www.topuniversities.com/sites/default/files/vanderbilt-university_649_small.jpg"" alt=""Vanderbilt University Logo"">",649,44.2,=187,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294550,/universities/universite-catholique-de-louvain-uclouvain,Université catholique de Louvain (UCLouvain),"<img src=""https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg"" alt=""Université catholique de Louvain (UCLouvain) Logo"">",106,44.1,=189,Belgium,Europe,NA,"<a href=""/where-to-study/europe/belgium/guide"" class=""guide-link"" target=""_blank"">Belgium</a>"
297196,/universities/waseda-university,Waseda University,"<img src=""https://www.topuniversities.com/sites/default/files/waseda-university_592560cf2aeae70239af4d1c_small.jpg"" alt=""Waseda University Logo"">",665,44.1,=189,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294156,/universities/keio-university,Keio University,"<span class=""logo empty""></span>",314,44,=191,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
297208,/universities/vienna-university-technology,Vienna University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/vienna-university-of-technology_653_small.jpg"" alt=""Vienna University of Technology Logo"">",653,44,=191,Austria,Europe,,"<a href=""/where-to-study/europe/austria/guide"" class=""guide-link"" target=""_blank"">Austria</a>"
294242,/universities/indian-institute-technology-delhi-iitd,Indian Institute of Technology Delhi (IITD),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-delhi-iitd_282_small.jpg"" alt=""Indian Institute of Technology Delhi (IITD) Logo"">",282,43.9,193,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
294603,/universities/university-bergen,University of Bergen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg"" alt=""University of Bergen Logo"">",53,43.4,194,Norway,Europe,NA,"<a href=""/where-to-study/europe/norway/guide"" class=""guide-link"" target=""_blank"">Norway</a>"
294311,/universities/university-gottingen,University of Göttingen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-gttingen_234_small.jpg"" alt=""University of Göttingen Logo"">",234,43.3,195,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297181,/universities/university-wollongong,University of Wollongong,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small_0.jpg"" alt=""University of Wollongong Logo"">",680,43.2,196,Australia,Oceania,6,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294457,/universities/erasmus-university-rotterdam,Erasmus University Rotterdam,"<img src=""https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small_7.jpg"" alt=""Erasmus University Rotterdam Logo"">",190,43.1,=197,Netherlands,Europe,NA,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>"
294784,/universities/university-newcastle-australia-uon,"The University of Newcastle, Australia (UON)","<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg"" alt=""The University of Newcastle, Australia (UON) Logo"">",449,43.1,=197,Australia,Oceania,NA,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297226,/universities/university-twente,University of Twente,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-twente_635_small_2.jpg"" alt=""University of Twente Logo"">",635,43.1,=197,Netherlands,Europe,,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>"
293977,/universities/universidad-autonoma-de-madrid,Universidad Autónoma de Madrid,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-madrid_379_small_0.jpg"" alt=""Universidad Autónoma de Madrid Logo"">",379,42.8,=200,Spain,Europe,NA,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
294582,/universities/vrije-universiteit-brussel-vub,Vrije Universiteit Brussel (VUB),"<img src=""https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg"" alt=""Vrije Universiteit Brussel (VUB) Logo"">",74,42.8,=200,Belgium,Europe,NA,"<a href=""/where-to-study/europe/belgium/guide"" class=""guide-link"" target=""_blank"">Belgium</a>"
294314,/universities/university-gothenburg,University of Gothenburg,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg"" alt=""University of Gothenburg Logo"">",233,42.7,202,Sweden,Europe,NA,"<a href=""/where-to-study/europe/sweden/guide"" class=""guide-link"" target=""_blank"">Sweden</a>"
294505,/universities/dartmouth-college,Dartmouth College,"<img src=""https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg"" alt=""Dartmouth College Logo"">",152,42.6,=203,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297187,/universities/western-university,Western University,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg"" alt=""Western University Logo"">",674,42.6,=203,Canada,North America,6,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
297458,/universities/university-reading,University of Reading,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-reading_517_small_1.jpg"" alt=""University of Reading Logo"">",517,42.3,205,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294880,/universities/complutense-university-madrid,Complutense University of Madrid,"<img src=""https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small_3.jpg"" alt=""Complutense University of Madrid Logo"">",380,41.9,206,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
294647,/universities/university-aberdeen,University of Aberdeen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small_0.jpg"" alt=""University of Aberdeen Logo"">",7,41.8,207,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294531,/universities/chulalongkorn-university,Chulalongkorn University,"<img src=""https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg"" alt=""Chulalongkorn University Logo"">",126,41.6,208,Thailand,Asia,NA,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>"
297461,/universities/queens-university-belfast,Queen's University Belfast,"<img src=""https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small_7.jpg"" alt=""Queen's University Belfast Logo"">",514,41.5,209,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294570,/universities/university-california-irvine,"University of California, Irvine","<img src=""https://www.topuniversities.com/sites/default/files/university-of-california-irvine_86_small_0.jpg"" alt=""University of California, Irvine Logo"">",86,41.4,210,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
295657,/universities/khalifa-university-science-technology,Khalifa University of Science and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg"" alt=""Khalifa University of Science and Technology Logo"">",22873,41.2,=211,United Arab Emirates,Asia,,"<a href=""/where-to-study/asia/united-arab-emirates/guide"" class=""guide-link"" target=""_blank"">United Arab Emirates</a>"
294761,/universities/university-notre-dame,University of Notre Dame,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-notre-dame_458_small.jpg"" alt=""University of Notre Dame Logo"">",458,41.2,=211,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294612,/universities/universitat-autonoma-de-barcelona,Universitat Autònoma de Barcelona,"<img src=""https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small_5.jpg"" alt=""Universitat Autònoma de Barcelona Logo"">",44,40.9,213,Spain,Europe,NA,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
293982,/universities/macquarie-university,Macquarie University,"<img src=""https://www.topuniversities.com/sites/default/files/macquarie-university_378_small_7.jpg"" alt=""Macquarie University Logo"">",378,40.8,=214,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294777,/universities/radboud-university,Radboud University,"<img src=""https://www.topuniversities.com/sites/default/files/radboud-university_452_small_5.jpg"" alt=""Radboud University Logo"">",452,40.8,=214,Netherlands,Europe,NA,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>"
297578,/universities/universita-di-padova,Università di Padova,"<img src=""https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small_0.jpg"" alt=""Università di Padova Logo"">",480,40.6,216,Italy,Europe,NA,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
294507,/universities/curtin-university,Curtin University,"<img src=""https://www.topuniversities.com/sites/default/files/curtin-university_150_small_3.jpg"" alt=""Curtin University Logo"">",150,40.5,=217,Australia,Oceania,5,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297459,/universities/queensland-university-technology-qut,Queensland University of Technology (QUT),"<img src=""https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_small_1.jpg"" alt=""Queensland University of Technology (QUT) Logo"">",516,40.5,=217,Australia,Oceania,NA,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297205,/universities/university-virginia,University of Virginia,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg"" alt=""University of Virginia Logo"">",656,40.5,=217,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297050,/universities/american-university-beirut-aub,American University of Beirut (AUB),"<img src=""https://www.topuniversities.com/sites/default/files/american-university-of-beirut-aub_780_small.jpg"" alt=""American University of Beirut (AUB) Logo"">",780,40.4,=220,Lebanon,Asia,,"<a href=""/where-to-study/asia/lebanon/guide"" class=""guide-link"" target=""_blank"">Lebanon</a>"
294631,/universities/arizona-state-university,Arizona State University,"<img src=""https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg"" alt=""Arizona State University Logo"">",25,40.4,=220,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294558,/universities/university-cape-town,University of Cape Town,"<img src=""https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg"" alt=""University of Cape Town Logo"">",98,40.4,=220,South Africa,Africa,NA,"<a href=""/where-to-study/africa/south-africa/guide"" class=""guide-link"" target=""_blank"">South Africa</a>"
297499,/universities/rmit-university,RMIT University,"<img src=""https://www.topuniversities.com/sites/default/files/rmit-university_592560cf2aeae70239af4c95_small_4.jpg"" alt=""RMIT University Logo"">",528,40,=223,Australia,Oceania,5,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297211,/universities/victoria-university-wellington,Victoria University of Wellington,"<img src=""https://www.topuniversities.com/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_small_2.jpg"" alt=""Victoria University of Wellington Logo"">",650,40,=223,New Zealand,Oceania,6,"<a href=""/where-to-study/oceania/new-zealand/guide"" class=""guide-link"" target=""_blank"">New Zealand</a>"
